slno	concept_id	concepticon_id	concepticon_name	name	gloss	concept	stage	comment	category	definition	japanese	hindi	assamese	mandarin	burmese	nagamese	SILCAWL	CALMSEA
2048	crazy:to.be			to be crazy	crazy	ᴄʀᴀᴢʏ	7			To have a mental state that is not normal or rational, often resulting in unusual or unpredictable behavior.	狂った			瘋狂				
1315	crazy.person	2321	MAD PERSON	crazy person	crazy.person	ᴄʀᴀᴢʏ.ᴘᴇʀꜱᴏɴ	7			A person who is mentally ill or behaves in an irrational or unpredictable manner.	狂人			瘋子				
2258	create:to			to create	create	ᴄʀᴇᴀᴛᴇ	7			To bring something into existence that did not exist before.	創造する			創造	ဖန်တီးသည်			
2259	create..something:to			to create (something)	create	ᴄʀᴇᴀᴛᴇ	7			To bring something into existence or to make something that did not exist before.	作る			製造（某物）	ဖန်ဆင်းသည်			
2260	creep:to	3215	CREEP	to creep	creep	ᴄʀᴇᴇᴘ	7			To move slowly and quietly along the ground, often close to the surface, to avoid being seen or heard.	這う			潛行				
554	crest.of.bird	188	COMB OF BIRD	crest of bird	crest	ᴄʀᴇꜱᴛ	5		body parts	The tuft of feathers or hair located on the top of a bird's head.	冠羽	टोपी		鳥冠	ငှက်ခေါင်းမောက်		comb (of rooster)	
1317	crevice			crevice	crevice	ᴄʀᴇᴠɪᴄᴇ	7			A narrow opening or crack in a hard surface, such as a rock or a wall.	裂け目			裂縫	အက်ကြောင်း			
380	cricket	2354	CRICKET	cricket	cricket	ᴄʀɪᴄᴋᴇᴛ	4		fauna	A small, jumping insect that makes a chirping sound, often at night.	コオロギ	क्रिकेट		蟋蟀	ပုရစ်ကောင်		cricket	
1318	critic			critic	critic	ᴄʀɪᴛɪᴄ	7			A person who expresses a professional judgment or opinion about things such as art, literature, or food.	評論家			評論家	ဝေဖန်သူ			
2261	criticise:to			to criticise	criticise	ᴄʀɪᴛɪᴄɪꜱᴇ	7			To express disapproval or find fault with someone or something.	批判する			批評				
556	crocodilia:::	1857	CROCODILE	Crocodilia	Crocodilia	ᴄʀᴏᴄᴏᴅɪʟɪᴀ	5		fauna	A large, predatory semiaquatic reptile with a long snout and powerful jaws, typically found in rivers or saltwater.	ワニ	मगरमच्छ		鱷魚	မိကျောင်း		crocodile	
800	crooked:to.be	297	CROOKED	to be crooked	crooked	ᴄʀᴏᴏᴋᴇᴅ	5			To not be straight or level; having a bent, curved, or twisted shape rather than a straight line.	曲がっている	मोड़		彎曲的	ကောက်သည်		(be) crooked	
2816	crops..general						7											
1319	cross	1367	CROSS	cross	cross	ᴄʀᴏꜱꜱ	7			A shape consisting of two perpendicular lines that intersect at a center point.	十字			十字				
865	cross..river:to	–	–	to cross (river)	cross	ᴄʀᴏꜱꜱ	5			To go from one side of a body of water to the other side.	渡る	पार करना		穿過	ကူးသည်			
1320	crossroads..intersection			crossroads (intersection)	crossroads	ᴄʀᴏꜱꜱʀᴏᴀᴅꜱ	7			A place where two or more roads or paths meet and cross each other.	交差点			十字路口	လမ်းဆုံ			
1321	crotch..general.area			crotch (general area)	crotch	ᴄʀᴏᴛᴄʜ	7			The area of the body between the legs where the thighs meet the torso.	股間			胯部	ခွကြား			
557	crow	913	CROW	crow	crow	ᴄʀᴏᴡ	5		fauna	A large, black bird of the family Corvidae, often seen scavenging or living in social groups.	カラス	कौवा		烏鴉	ကျီးကန်း			
2262	crow:to	2074	CROW (VERB)	to crow	crow	ᴄʀᴏᴡ	7			To make the loud, characteristic sound of a male chicken.	雄鶏が鳴く			啼				
2263	crow..of.rooster:to	2074	CROW (VERB)	to crow (of rooster)	crow	ᴄʀᴏᴡ	7			To make the loud, characteristic sound that a male chicken makes in the morning.	鳴く			公雞啼叫	ကြက်တွန်သည်			
559	crown..of.ruler	–	–	crown (of ruler)	crown	ᴄʀᴏᴡɴ	5	This matches the CONCEPTICON definition of 1943 but not the category.		A ceremonial headpiece worn by a monarch or a person of high royal rank.	王冠	मुकुट		王冠	သရဖူ			
2264	crush:to	1520	CRUSH	to crush	crush	ᴄʀᴜꜱʜ	7			To apply pressure to something in order to break it into many small pieces or a powder.	砕く			碾碎				
2265	cry.out:to	3809	SCREAM (PRODUCE A CRY)	to cry out	cry.out	ᴄʀʏ.ᴏᴜᴛ	7			To make a loud, sudden noise with the voice, often to express pain, fear, or a strong emotion.	叫ぶ			喊叫				
1322	crybaby			crybaby	crybaby	ᴄʀʏʙᴀʙʏ	7			A person, especially a child, who cries frequently or easily and is difficult to comfort.	泣き虫			愛哭鬼				
1323	cucumber	496	CUCUMBER	cucumber	cucumber	ᴄᴜᴄᴜᴍʙᴇʀ	7			A long, green fruit with a thick skin and watery flesh, often used as a vegetable in cooking.	きゅうり			小黃瓜	သခွားသီး			
2266	cultivate..farm:to	1541	CULTIVATE	to cultivate (farm)	cultivate	ᴄᴜʟᴛɪᴠᴀᴛᴇ	7			To prepare and tend to land or soil for the purpose of growing crops or plants.	耕作する			耕作	စိုက်ပျိုးသည်		cultivate, farm (v)	
2049	cunning:to.be	2335	CUNNING	to be cunning	cunning	ᴄᴜɴɴɪɴɢ	7			To act in a clever, dishonest, or deceptive way to achieve a goal or trick others.	ずるい			狡猾				
560	cup..modern	476	CUP	cup (modern)	cup	ᴄᴜᴘ	5			A small, open container used for drinking liquids, typically made of ceramic, glass, or metal.	コップ			杯子（現代）	ဖန်ခွက်			
382	cup..traditional	476	CUP	cup (traditional)	cup	ᴄᴜᴘ	4			A small, open container used for drinking liquids, typically made of wood, clay, or metal rather than glass or plastic.	椀	कप		傳統木杯	ခွက်		cup	
2267	cure..heal:to	499	CURE	to cure (heal)	cure	ᴄᴜʀᴇ	7			To restore a person to health after an illness or injury.	治す			醫治	ကုသသည်		heal (tr), cure (v)	
2050	curious:to.be	3633	CURIOUS	to be curious	curious	ᴄᴜʀɪᴏᴜꜱ	7			To feel a strong desire to know or learn about something or someone.	好奇心が強い			好奇				
1324	current..of.river	2935	CURRENT (STREAM)	current (of river)	current	ᴄᴜʀʀᴇɴᴛ	7			The continuous, directed movement of water in a river or stream.	流れ			水流	ရေစီးကြောင်း			
1325	curry			curry	curry	ᴄᴜʀʀʏ	7			A dish consisting of meat, vegetables, or legumes cooked in a sauce flavored with various spices.	カレー			咖哩	ဟင်း			
1326	curse	8	CURSE	curse	curse	ᴄᴜʀꜱᴇ	7			To utter words or perform an action intended to bring bad luck, harm, or misfortune upon a person or group.	呪いの言葉			咒罵	ကျိန်ဆဲစကား			
2268	curse:to	8	CURSE	to curse	curse	ᴄᴜʀꜱᴇ	7			To utter words intended to bring bad luck, harm, or misfortune upon a person or group.	呪う			詛咒	ကျိန်ဆဲသည်			
1327	customs..practices			customs (practices)	customs	ᴄᴜꜱᴛᴏᴍꜱ	7			The traditional ways of behaving or acting that are specific to a particular group of people or a community.	習俗			習俗	ဓလေ့ထုံးစံ			
866	cut..general:to	1432	CUT	to cut (general)	cut	ᴄᴜᴛ	5			To divide or separate something into pieces or portions using a sharp tool or edge.	切る	काटना		割	ဖြတ်သည်		cut (tr)	cut
867	cut.hair:to	–	–	to cut hair	cut.hair	ᴄᴜᴛ.ʜᴀɪʀ	5			To remove hair from a person's head using a tool such as scissors or a razor.	髪を切る	बाल काटना		理髮	ဆံပင်ညှပ်သည်			
2269	cut.open..fruit:to	2156	CUT (WITH KNIFE)	to cut open (fruit)	cut.open	ᴄᴜᴛ.ᴏᴘᴇɴ	7			To slice or split a piece of fruit into parts, often to reach the inside or to prepare it for eating.	切り開く			切開				
1330	dal!pulse	2574	BEAN OR PEA	dal, pulse	dal	ᴅᴀʟ	7			A dried seed of a legume, such as a bean, pea, or lentil, used as a food source.	豆類			豆類				
1329	dal..dish			dal (dish)	dal	ᴅᴀʟ	7			A shallow, wide container used for holding or serving food.	ダール			碟				
868	dam:to	–	–	to dam	dam	ᴅᴀᴍ	5			To build a barrier across a river or stream to stop or control the flow of water.	堰き止める	बाँध बनाना		築壩	ဆည်ဖို့သည်			
1331	dance	3472	DANCE (MOVEMENT)	dance	dance	ᴅᴀɴᴄᴇ	7			To move the body rhythmically, often to the sound of music or a beat.	踊り			舞蹈	အက			
469	dance:to	1879	DANCE	to dance	dance	ᴅᴀɴᴄᴇ	4			To move the body rhythmically, often to the sound of music.	踊る	नाचना		跳舞	ကသည်			
1332	dandruff	576	DANDRUFF	dandruff	dandruff	ᴅᴀɴᴅʀᴜꜰꜰ	7			Small white flakes of dead skin that fall from the scalp.	ふけ			頭皮屑	ဗောက်			
1333	danger	1810	DANGER	danger	danger	ᴅᴀɴɢᴇʀ	7			The quality or state of being able to cause harm, injury, or death.	危険			危險處境	အန္တရာယ်			
2051	dangerous:to.be	3466	DANGEROUS	to be dangerous	dangerous	ᴅᴀɴɢᴇʀᴏᴜꜱ	7			To be able to cause harm, injury, or death to a person or animal.	危ない			危險（會傷人）				
2053	dark:to.be	706	DARK	to be dark	dark	ᴅᴀʀᴋ	7			To be in a state where there is little or no light, making it difficult to see.	暗い			暗			(be) dark (colour)	
561	darkness	11	DARKNESS	darkness	darkness	ᴅᴀʀᴋɴᴇꜱꜱ	5			The state of being without light or having very little light.	暗闇	अंधेरा		黑暗	အမှောင်		darkness	
562	daughter	1357	DAUGHTER	daughter	daughter	ᴅᴀᴜɢʜᴛᴇʀ	5		kinship	A female child or offspring in relation to her parents.	娘	बेटी		女兒	သမီး		daughter	
563	daughter.in.law	1057	DAUGHTER-IN-LAW	daughter in law	daughter.in.law	ᴅᴀᴜɢʜᴛᴇʀ.ɪɴ.ʟᴀᴡ	5			The female spouse of one's child.	嫁	बहु		兒媳	ချွေးမ		daughter-in-law	
383	dawn..before.sunrise	729	DAWN	dawn (before sunrise)	dawn	ᴅᴀᴡɴ	4			The period of time when the sky first begins to lighten before the sun appears above the horizon.	あけがた	भोर		黎明	အရုဏ်တက်		dawn (before sunrise)	
120	day::time	1225	DAY (NOT NIGHT)	daytime	daytime	ᴅᴀʏᴛɪᴍᴇ	3			The period of time when the sun is above the horizon and there is light in the sky, as opposed to the period of darkness at night.	昼	दिन का समय		白天	နေ့ဘက်		daytime	sun/day
564	day:.classifier	1260	DAY (24 HOURS)	day	day	ᴅᴀʏ	5			A period of time lasting twenty-four hours, from one sunrise to the next.	日	दिन		天	ရက်			
801	dead:to.be	1625	DEAD	to be dead	dead	ᴅᴇᴀᴅ	5			To no longer be alive or to have ceased all biological functions.	死んでいる			已死			(be) dead	
802	deaf:to.be	996	DEAF	to be deaf	deaf	ᴅᴇᴀꜰ	5			To be unable to hear sounds.	つんぼ	बहरा होना		聾	နားမကြားသည်		to be deaf	
1334	deaf.person	458	DEAF PERSON	deaf person	deaf.person	ᴅᴇᴀꜰ.ᴘᴇʀꜱᴏɴ	7			A person who is unable to hear sounds.	聾者			聾人				
1335	death	910	DEATH	death	death	ᴅᴇᴀᴛʜ	7			The state or event of a living being ceasing to live.	死			死亡	သေခြင်း			
1336	debt	1914	DEBT	debt	debt	ᴅᴇʙᴛ	7			An amount of money or a similar value that one person owes to another.	借金			債務	အကြွေး			
2270	deceive..someone:to	3230	DECEIVE	to deceive (someone)	deceive	ᴅᴇᴄᴇɪᴠᴇ	7			To make someone believe something that is not true in order to trick or mislead them.	騙す			欺騙	လှည့်စားသည်			
2271	decide:to	685	DECIDE	to decide	decide	ᴅᴇᴄɪᴅᴇ	7			To make a choice or a final judgment after considering different possibilities.	決める			決定	ဆုံးဖြတ်သည်			
2272	decorate:to	1739	DECORATE	to decorate	decorate	ᴅᴇᴄᴏʀᴀᴛᴇ	7			To make something look more beautiful or attractive by adding ornaments, colors, or extra items to it.	飾る			裝飾	အလှဆင်သည်			
2273	decrease:to	2864	DECREASE	to decrease	decrease	ᴅᴇᴄʀᴇᴀꜱᴇ	7			To become or make smaller in size, amount, number, or intensity.	減る			減少	လျော့နည်းသည်		decrease (intr)	
2054	deep:to.be	1593	DEEP	to be deep	deep	ᴅᴇᴇᴘ	7			To extend far down from a surface or a top level.	深い			深			to be deep	
2274	deepen:to			to deepen	deepen	ᴅᴇᴇᴘᴇɴ	7			To make something have a greater distance from the surface or the top to the bottom.	深くする			加深				
523	deer:barking	3152	MUNTJACS	barking deer	barking.deer	ʙᴀʀᴋɪɴɢ.ᴅᴇᴇʀ	5		fauna	A small-sized deer that makes a loud, sharp sound like a dog when it is startled or threatened.	バブー	कसाई		麂	ဂျီ		barking deer	
1268	deer:chital			chital deer	chital.deer	ᴄʜɪᴛᴀʟ.ᴅᴇᴇʀ	7			A spotted deer with a reddish-brown coat and white spots, commonly found in the forests of South Asia.	アクシスジカ			花鹿				
1529	deer:hog			hog deer	hog.deer	ʜᴏɢ.ᴅᴇᴇʀ	7			A type of medium-sized deer with a short, thick neck and a slightly hunched back, often found in grassy areas or forests.	ホッグディア			豬鹿				
725	deer:sambar	–	–	sambar deer	sambar.deer	ꜱᴀᴍʙᴀʀ.ᴅᴇᴇʀ	5		fauna	A large deer with a thick coat and antlers, typically found in forested areas.	サンバー	साम्भर		水鹿	ဆတ်			
384	deer..general	1936	DEER	deer (general)	deer	ᴅᴇᴇʀ	4		fauna	A hoofed mammal that typically has antlers and lives in forests or grasslands.	鹿	हिरण		鹿	သမင်			
2275	defeat:to	782	DEFEAT	to defeat	defeat	ᴅᴇꜰᴇᴀᴛ	7			To overcome an opponent in a competition, a fight, or a game, such as a war or a sports match.	打ち負かす			擊敗	အနိုင်ယူသည်			
2055	defeated:to.be	3535	BE DEFEATED	to be defeated	defeated	ᴅᴇꜰᴇᴀᴛᴇᴅ	7			To be overcome or beaten in a struggle, such as a war, a competition, or a fight.	敗れる			戰敗				
869	defecate:to	676	SHIT (DEFECATE)	to defecate	defecate	ᴅᴇꜰᴇᴄᴀᴛᴇ	5			To discharge feces from the body through the anus.	大便する			排便	မစင်စွန့်သည်			shit
1337	deity..evil	3231	DEITY	deity (evil)	deity	ᴅᴇɪᴛʏ	7			A supernatural being or spirit that is considered harmful, malevolent, or bad.	悪神			邪神				
1338	delay			delay	delay	ᴅᴇʟᴀʏ	7			To make something happen or arrive later than expected or later than a scheduled time.	遅れ			耽擱	နှောင့်နှေးခြင်း			
2276	delay:to			to delay	delay	ᴅᴇʟᴀʏ	7			To make an action or an event happen at a later time than originally planned.	遅らせる			延遲	နှောင့်နှေးသည်			
565	demon	1973	DEMON	demon	demon	ᴅᴇᴍᴏɴ	5			A supernatural being, often malevolent or harmful, that is not a god or a human.	悪霊	राक्षस		魔鬼	နတ်ဆိုး		demon, evil spirit	
1339	den..of.animal			den (of animal)	den	ᴅᴇɴ	7			A natural or artificial shelter used by a wild animal for sleeping or raising its young.	ねぐら			獸穴	သားရဲတွင်း			
2277	deny:to	755	DENY	to deny	deny	ᴅᴇɴʏ	7			To state that a specific fact, claim, or accusation is not true.	否定する			否認	ငြင်းသည်			
2278	depart:to	1752	LEAVE	to depart	depart	ᴅᴇᴘᴀʀᴛ	7			To leave a place or a person in order to go somewhere else.	出発する			出發離開	ထွက်ခွာသည်			
283	descend..move.down:to	2014	GO DOWN (DESCEND)	to descend (move down)	descend	ᴅᴇꜱᴄᴇɴᴅ	3			To move from a higher position to a lower position.	おりる	उतरना		下降	ဆင်းသည်		descend, go down	descend
385	descendants	490	DESCENDANTS	descendants	descendants	ᴅᴇꜱᴄᴇɴᴅᴀɴᴛꜱ	4		kinship	The people, such as children, grandchildren, or great-grandchildren, who are born to a person.	子孫			後代				
1340	desert	3687	DESERT	desert	desert	ᴅᴇꜱᴇʀᴛ	7			A large, dry area of land that receives very little rain and has very little vegetation.	砂漠			沙漠	သဲကန္တာရ			
470	desire..want:to	2117	DESIRE	to desire (want)	desire	ᴅᴇꜱɪʀᴇ	4			To feel a strong wish or longing for a specific object, action, or outcome.	欲する	इच्छा करना		渴望	လိုချင်သည်			
2279	despise..someone:to	2715	DESPISE	to despise (someone)	despise	ᴅᴇꜱᴘɪꜱᴇ	7			To feel a strong sense of dislike or contempt for a person, viewing them as worthless or beneath you.	軽蔑する			鄙視	စက်ဆုပ်ရွံရှာသည်			
2280	destroy..something:to	681	DESTROY	to destroy (something)	destroy	ᴅᴇꜱᴛʀᴏʏ	7			To cause something to be broken, ruined, or no longer exist.	破壊する			毀壞	ဖျက်ဆီးသည်			
386	dew	1977	DEW	dew	dew	ᴅᴇᴡ	4			The tiny drops of water that form on cool surfaces, such as grass or leaves, during the night or early morning.	露	बरखा		露水	နှင်းရည်			
1341	dhole	2448	WILD DOG	dhole	dhole	ᴅʜᴏʟᴇ	7			A wild canine that looks similar to a dog and is found in many parts of Asia.	ドラ			豺				
1342	diarrhoea	1177	DIARRHEA	diarrhoea	diarrhoea	ᴅɪᴀʀʀʜᴏᴇᴀ	7			The condition of having frequent, liquid, or watery bowel movements.	下痢			腹瀉				
84	die:to	1494	DIE	to die	die	ᴅɪᴇ	2			To cease to live or to undergo the process of death.	死ぬ	मरना		死	သေသည်			die
2056	different:to.be	2504	DIFFERENT	to be different	different	ᴅɪꜰꜰᴇʀᴇɴᴛ	7			To not be the same as something or someone else; to possess qualities that are not identical to another.	異なる			不同				
803	difficult..hard:to.be	584	DIFFICULT	to be difficult (hard)	difficult	ᴅɪꜰꜰɪᴄᴜʟᴛ	5			To be hard to do, complete, or understand; not easy.	難しい	कठिन होना		困難	ခက်သည်		to be difficult	
1343	difficulty..hardship			difficulty (hardship)	difficulty	ᴅɪꜰꜰɪᴄᴜʟᴛʏ	7			A state of being in a difficult or painful situation, such as poverty, suffering, or a lack of resources.	苦難			艱難	ဒုက္ခ			
85	dig:to	1418	DIG	to dig	dig	ᴅɪɢ	2			To move earth, soil, or sand away from a place using a tool or hands to create a hole or a trench.	掘る	खोदना		挖	တူးသည်		to dig (with a tool)	dig
2281	dip..something:to	3697	DIP	to dip (something)	dip	ᴅɪᴘ	7			To lower or thrust an object briefly into a liquid, often to moisten it or to extract some of the substance.	浸す			蘸	နှစ်သည်			
1345	direction	3427	DIRECTION	direction	direction	ᴅɪʀᴇᴄᴛɪᴏɴ	7			The course or path along which something moves or points, such as north, south, east, or west.	方向			方向	လမ်းကြောင်း			
441	dirty:to.be	1230	DIRTY	to be dirty	dirty	ᴅɪʀᴛʏ	4			To be covered or marked with soil, dust, stains, or waste.	汚い	गंदा होना		髒	ညစ်ပတ်သည်		to be dirty (clothes)	
2282	disappear:to	485	DISAPPEAR	to disappear	disappear	ᴅɪꜱᴀᴘᴘᴇᴀʀ	7			To cease to be visible or to pass out of sight.	消える			消失	ပျောက်ကွယ်သွားသည်			
284	discard..throw.away:to	3696	THROW AWAY	to discard (throw away)	discard	ᴅɪꜱᴄᴀʀᴅ	3			To throw something away because it is no longer wanted or useful.	捨てる			丟棄	စွန့်ပစ်သည်		throw away, get rid of	
1346	disease	1986	DISEASE	disease	disease	ᴅɪꜱᴇᴀꜱᴇ	7			An illness or a condition of the body or mind that causes sickness or pain.	病気			疾病	ရောဂါ			
2057	disgusting:to.be	2507	DISGUSTING	to be disgusting	disgusting	ᴅɪꜱɢᴜꜱᴛɪɴɢ	7			To cause a strong feeling of physical sickness, intense dislike, or repulsion.	気持ち悪い			令人噁心				
1347	dish..cuisine	481	DISH	dish (cuisine)	dish	ᴅɪꜱʜ	7			A specific type of prepared food or a particular recipe, rather than the container used for serving.	料理			菜餚	ဟင်းပွဲ			
804	disorderly:to.be	–	–	to be disorderly	disorderly	ᴅɪꜱᴏʀᴅᴇʀʟʏ	5			To be in a state of confusion, mess, or lack of organization.	乱れている	अनुशासित होना		雜亂	ဗရပွဖြစ်သည်			
2283	dissolve:to			to dissolve	dissolve	ᴅɪꜱꜱᴏʟᴠᴇ	7			To break down or melt into a liquid so that it becomes part of the fluid and can no longer be seen as a solid.	溶かす			溶解	ပျော်သည်			
1348	distance	2978	DISTANCE	distance	distance	ᴅɪꜱᴛᴀɴᴄᴇ	7			The amount of space or length between two points or objects.	距離			距離	အကွာအဝေး			
1349	district..of.town			district (of town)	district	ᴅɪꜱᴛʀɪᴄᴛ	7			A specific area or administrative division within a town or city.	区			行政區	ရပ်ကွက်			
870	disturb:to	2883	DISTURB	to disturb	disturb	ᴅɪꜱᴛᴜʀʙ	5			To interrupt the peace, calm, or quiet of a person or a place.	邪魔する	उथल-पुथल मचाना		擾亂	နှောင့်ယှက်သည်			
567	ditch	2002	DITCH	ditch	ditch	ᴅɪᴛᴄʜ	5			A long, narrow trench dug into the ground, typically used to hold or carry water away from a road or a field.	溝	खाई		溝渠	မြောင်း		ditch	
871	dive:to	119	DIVE	to dive	dive	ᴅɪᴠᴇ	5			To move one's body quickly downwards into water by jumping or pushing off.	飛び込む	डुबकी लगाना		潛水	ရေငုပ်သည်		dive	
2284	divide..something:to	1119	DIVIDE	to divide (something)	divide	ᴅɪᴠɪᴅᴇ	7			To separate a single object or a whole amount into two or more distinct parts or pieces.	分ける			切分	ခွဲဝေသည်			
2285	divine:to			to divine	divine	ᴅɪᴠɪɴᴇ	7			To seek knowledge of the future or unknown truths through supernatural or ritual means.	占う			占卜				
2286	divorce:to	1134	DIVORCE	to divorce	divorce	ᴅɪᴠᴏʀᴄᴇ	7			To legally or formally end a marriage so that the two people are no longer husband and wife.	離婚する			離婚	ကွာရှင်းသည်			
1350	divorced.man			divorced man	divorced.man	ᴅɪᴠᴏʀᴄᴇᴅ.ᴍᴀɴ	7			A man who was previously married but has legally or formally ended the marriage.	離婚した男性			離婚男子				
1351	divorced.woman			divorced woman	divorced.woman	ᴅɪᴠᴏʀᴄᴇᴅ.ᴡᴏᴍᴀɴ	7			A woman who was previously married but has legally or formally ended her marriage.	離婚した女性			離婚女子				
2058	dizzy:to.be	2712	GET DIZZY	to be dizzy	dizzy	ᴅɪᴢᴢʏ	7			To feel a sensation of spinning or unsteadiness in the head, often causing a loss of balance.	めまいがする			頭暈				
2287	do..make:to	2575	DO OR MAKE	to do (make)	do	ᴅᴏ	7			To perform an action, create something, or carry out a task.	こしらえる			做（製作）	ပြုလုပ်သည်			
2288	do..something:to	2575	DO OR MAKE	to do (something)	do	ᴅᴏ	7			To perform an action, a task, or an activity.	する			做（某事）	လုပ်သည်		to do/make (something)	
122	dog	2009	DOG	dog	dog	ᴅᴏɢ	3		fauna	A domesticated carnivorous mammal often kept as a pet or for guarding.	犬	कुत्ता		狗	ခွေး		dog	dog
1810	dog.:puppy	74	PUPPY	puppy	puppy	ᴘᴜᴘᴘʏ	7			A young, juvenile dog.	子犬			小狗	ခွေးကလေး			
2290	domesticate:to	3901	TAMING	to domesticate	domesticate	ᴅᴏᴍᴇꜱᴛɪᴄᴀᴛᴇ	7			To tame or train a wild animal so that it can live alongside humans or be used for work.	家畜化する			馴養	ယဉ်ပါးအောင်မွေးမြူသည်			
2291	donate:to	196	DONATE	to donate	donate	ᴅᴏɴᴀᴛᴇ	7			To give something, such as money or goods, to a person or an organization without expecting anything in return.	寄付する			捐贈	လှူသည်			
1354	donkey	1862	DONKEY	donkey	donkey	ᴅᴏɴᴋᴇʏ	7			A large mammal with long ears and a sturdy body, often used as a beast of burden for carrying heavy loads.	ロバ			驢	မြည်း			
1355	dont.do...prohib	2660	DO NOT DO IT	dont do	prohib	ᴘʀᴏʜɪʙ	7			To refrain from performing a specific action or to stop someone from doing something.	するな			別做				
387	door::way	1567	DOOR	doorway	doorway	ᴅᴏᴏʀᴡᴀʏ	4	Mismatch with CONCEPTICON		An opening in a wall or partition that allows a person to enter or exit a room or building.	戸口			門戶	တံခါးပေါက်		door	
568	door..panel	–	–	door (panel)	door	ᴅᴏᴏʀ	5	Mismatch with CONCEPTICON		A single movable part of a doorway used to close an opening in a wall.	戸	दरवाज़ा		門	တံခါး			
1356	dove	1853	DOVE	dove	dove	ᴅᴏᴠᴇ	7		fauna	A bird of the family Columbidae, often characterized by a small body and a soft, cooing sound.	山鳩	फाख्ता		斑鳩	ချိုးငှက်		dove	dove
1357	down..direction	2094	DOWN OR BELOW	down (direction)	down	ᴅᴏᴡɴ	7			A movement or position from a higher place toward a lower place.	下へ			下	အောက်			
2292	drag..something:to	2030	DRAG	to drag (something)	drag	ᴅʀᴀɢ	7			To pull or haul something along the ground by moving it behind you.	引きずる			拖	တရွတ်တိုက်ဆွဲသည်			
1358	dragon	2038	DRAGON	dragon	dragon	ᴅʀᴀɢᴏɴ	7			A large, legendary reptile that can fly and often breathes fire.	龍			龍	နဂါး			
1359	dragonfly	2352	DRAGONFLY	dragonfly	dragonfly	ᴅʀᴀɢᴏɴꜰʟʏ	7			An insect with a long, slender body and two pairs of large, transparent wings that are often used for flying near water.	トンボ			蜻蜓	ပုစဉ်း			
2293	draw..image:to			to draw (image)	draw	ᴅʀᴀᴡ	7			To produce a picture or diagram by making marks on a surface, such as paper or wood, using a tool like a pencil or charcoal.	描く			畫	ပုံဆွဲသည်			
2294	draw..water:to	1911	DRAW (WATER)	to draw (water)	draw	ᴅʀᴀᴡ	7			To pull or lift a liquid from a deep source, such as a well or a river, into a container.	汲む			汲水	ရေခပ်သည်			
1360	dream	2374	DREAM	dream	dream	ᴅʀᴇᴀᴍ	7			A series of images, thoughts, or sensations occurring in the mind during sleep.	夢			夢	အိပ်မက်		to dream	
86	dream:to	1920	DREAM (SOMETHING)	to dream	dream	ᴅʀᴇᴀᴍ	2			To experience mental images, stories, or sensations while sleeping.	夢を見る	सपना देखना		做夢	အိပ်မက်မက်သည်			dream
2295	dress:to			to dress	dress	ᴅʀᴇꜱꜱ	7			To put clothing on one's body.	服を着る			穿衣	အဝတ်ဝတ်သည်			
2296	drill:to			to drill	drill	ᴅʀɪʟʟ	7			To make a hole in a hard surface, such as wood, metal, or the ground, using a tool that rotates.	穴をあける			鑽				
1361	drill.hole			drill hole	drill.hole	ᴅʀɪʟʟ.ʜᴏʟᴇ	7			A hole made in a hard surface, such as wood, metal, or stone, by a tool that rotates.	あけた穴			鑽出的孔				
24	drink:to	1401	DRINK	to drink	drink	ᴅʀɪɴᴋ	1			To swallow a liquid through the mouth.	飲む	पीना		喝	သောက်သည်			drink
2297	drip:to	808	DRIP (FALL IN GLOBULES)	to drip	drip	ᴅʀɪᴘ	7			To fall in small, separate drops of liquid, such as water from a leaking tap or rain from a leaf.	滴る			滴	တစ်စက်စက်ကျသည်			
2298	drive..vehicle:to	741	DRIVE	to drive (vehicle)	drive	ᴅʀɪᴠᴇ	7			To operate and control a vehicle, such as a car, truck, or bus, in order to move it from one place to another.	運転する			駕駛	ယာဉ်မောင်းသည်			
1362	drizzle..rain	1016	DRIZZLE	drizzle (rain)	drizzle	ᴅʀɪᴢᴢʟᴇ	7			Light rain consisting of very small, fine droplets that fall continuously.	霧雨			毛毛雨	မိုးဖွဲ			
1363	drongo			drongo	drongo	ᴅʀᴏɴɢᴏ	7			A medium-sized black bird with a long, deeply forked tail.	ムクドリドロニョ			鵲鶇				
2299	drop..something:to	2866	DROP (SOMETHING)	to drop (something)	drop	ᴅʀᴏᴘ	7			To let an object fall vertically from the hand or from a higher position to a lower one, often by accident or by releasing it.	落とす			掉落				
1364	drought			drought	drought	ᴅʀᴏᴜɢʜᴛ	7			A long period of time when there is little or no rain, causing a shortage of water for plants and people.	干ばつ			旱災	မိုးခေါင်ခြင်း			
2300	drown:to	1904	DROWN	to drown	drown	ᴅʀᴏᴡɴ	7			To die by submersion in water or another liquid.	溺れる			溺斃	ရေနစ်သည်			
388	drum	908	DRUM	drum	drum	ᴅʀᴜᴍ	4			A percussion instrument that produces sound by striking a stretched membrane with a stick or the hands.	太鼓	ढोल		鼓	ဗုံ		drum (musical instrument)	
1365	drum..large.size	908	DRUM	drum (large size)	drum	ᴅʀᴜᴍ	7			A large musical percussion instrument that is played by striking its surface with hands or sticks.	大太鼓			大鼓	စည်			
